customer_id,first_name,last_name,state,first_touch,signup_channel_category,plan,signup_channel,campaign_id,signup_date
c797,Timothy,Hardy,NY,marketplace,Paid,gold,SEO,CAM004,2020-04-12
c7970,Ernie,Quinlan,IA,referral,Organic,silver,Referral,CAM018,2020-06-19
c7971,Mary,Elrod,NJ,referral,Paid,gold,paid social,CAM004,2020-06-19
c7972,Glenda,Martine,OH,social,Organic,silver,Direct,CAM018,2020-06-19
c7973,Willie,Albert,NJ,social,Organic,silver,Referral,CAM031,2020-06-19
c7974,Mary,Tamez,NJ,social,Paid,gold,paid search,CAM031,2020-06-19
c7975,Sandra,Cox,ND,referral,Organic,silver,Direct,CAM030,2020-06-20
c7976,Elizabeth,Romo,NJ,social,Organic,silver,Referral,CAM033,2020-06-20
c7977,Richard,Hill,NJ,referral,Paid,silver,paid search,CAM031,2020-06-20
c7978,Carlene,Berntson,NJ,social,Paid,silver,paid search,CAM031,2020-06-20
c7979,Thomas,Henderson,NJ,social,Organic,silver,Direct,CAM030,2020-06-20
c798,Jose,Manning,WV,social,Paid,silver,paid search,CAM018,2020-04-12
c7980,Ashley,Steinborn,NJ,social,Paid,silver,paid search,CAM014,2020-06-22
c7981,Valerie,Mikelson,VA,referral,Paid,silver,paid search,CAM031,2020-06-23
c7982,Arnold,Jones,NJ,referral,Organic,silver,Direct,CAM018,2020-06-23
c7983,Lois,Green,TN,referral,Paid,silver,paid search,CAM031,2020-06-24
c7984,William,Mccreary,NJ,social,Organic,silver,Direct,CAM030,2020-06-24
c7985,Latoya,Weibel,SC,referral,Organic,silver,Direct,CAM031,2020-06-24
c7986,Nancy,Taylor,NJ,referral,Organic,silver,Referral,CAM033,2020-06-25
c7987,Eugene,Sampere,NJ,social,Paid,gold,paid search,CAM031,2020-06-25
c7988,Laura,Dawes,WA,social,Organic,silver,Referral,CAM033,2020-06-25
c7989,Ariane,Graham,NJ,social,Organic,silver,Direct,CAM031,2020-06-25
c799,Lawrence,Garcia,SC,social,Paid,gold,paid search,CAM030,2020-04-12
c7990,Ruth,Stevens,NJ,social,Organic,silver,Direct,CAM031,2020-06-25
c7991,Dennis,Salvador,ND,social,Organic,silver,Organic Search,CAM018,2020-06-25
c7992,Beatrice,Blaski,NJ,referral,Organic,silver,Organic Search,CAM002,2020-06-25
c7993,Shanell,Harvey,NJ,social,Organic,silver,Organic Search,CAM022,2020-06-25
c7994,Mae,Major,NY,social,Paid,silver,paid search,CAM031,2020-06-25
c7995,Sonia,Parsons,NJ,social,Organic,silver,Direct,CAM018,2020-06-26
c7996,Charles,Roy,NJ,social,Organic,silver,Organic Search,CAM018,2020-06-26
c7997,Robert,Harker,NJ,referral,Organic,silver,Direct,CAM018,2020-06-29
c7998,Phillip,Buchanan,IA,referral,Organic,silver,Referral,CAM006,2020-06-29
c7999,Jessica,Klingel,IA,social,Paid,silver,paid search,CAM031,2020-06-28
c8,Annette,Winters,VA,referral,Organic,silver,Organic Search,CAM032,2019-01-04
c80,Tamara,Lynch,SC,referral,Paid,gold,paid search,CAM018,2019-01-23
c800,Weldon,Allen,NJ,social,Paid,gold,SEO,CAM004,2020-04-12
c8000,Darwin,Orozco,NY,referral,Organic,silver,Organic Search,CAM018,2020-06-29
c8001,Jason,Stella,NJ,referral,Organic,silver,Organic Search,CAM006,2020-06-29
c8002,Shannon,Gess,SC,direct,Organic,silver,Direct,CAM030,2020-06-29
c8003,Jennifer,Fowler,NJ,referral,Paid,silver,paid search,CAM031,2020-06-29
c8004,Paul,Whitson,NJ,social,Organic,silver,Direct,CAM001,2020-06-30
c8005,Jessica,Conner,IA,social,Organic,silver,Direct,CAM006,2020-06-30
c8006,Chad,Andrews,NJ,social,Paid,gold,paid search,CAM030,2020-06-30
c8007,David,Slocum,ND,direct,Paid,silver,paid search,CAM018,2020-06-30
c8008,Christina,Whitlatch,NJ,social,Organic,silver,Direct,CAM006,2020-06-30
c8009,Donald,George,NJ,social,Organic,silver,Referral,CAM001,2020-06-30
c801,Brian,Snipes,VA,social,Organic,silver,Organic Search,CAM031,2020-04-12
c8010,Julia,Sneed,NJ,social,Organic,silver,Direct,CAM006,2020-06-30
c8011,Rachael,Greenup,NY,referral,Paid,gold,paid search,CAM031,2020-07-01
c8012,Shirley,Eudy,NJ,referral,Paid,silver,paid search,CAM006,2020-07-01
c8013,William,Lock,IN,social,Organic,silver,Referral,CAM031,2020-07-01
c8014,Jennifer,Benitez,MT,social,Paid,gold,paid search,CAM031,2020-07-01
c8015,Fred,King,NJ,social,Organic,silver,Social,CAM020,2020-07-01
c8016,George,Gregory,NY,social,Organic,silver,Organic Search,CAM031,2020-07-01
c8017,James,Freeman,NJ,referral,Paid,silver,paid search,CAM031,2020-07-01
c8018,Robert,Larson,NJ,social,Organic,silver,Direct,CAM030,2020-07-01
c8019,Miguel,Hardin,IA,social,Paid,gold,paid search,CAM006,2020-07-01
c802,Martin,Freeman,NJ,referral,Organic,silver,Direct,CAM018,2020-04-12
c8020,Ricky,Minyard,NJ,social,Organic,silver,Direct,CAM006,2020-07-02
c8021,Debbra,Tsuji,NY,social,Paid,silver,paid search,CAM018,2020-07-02
c8022,Clara,Rankins,NY,social,Paid,silver,paid search,CAM031,2020-07-02
c8023,William,Watkins,WA,social,Organic,silver,Organic Search,CAM030,2020-07-02
c8024,Kevin,Palmer,NJ,referral,Organic,silver,Organic Search,CAM001,2020-07-02
c8025,Magaret,Simon,NY,social,Paid,silver,paid search,CAM031,2020-07-02
c8026,Helen,Thornton,NJ,referral,Paid,silver,paid search,CAM009,2020-07-02
c8027,Geraldine,Thompson,IA,social,Organic,silver,Direct,CAM018,2020-07-02
c8028,Alicia,Sanchez,NC,social,Organic,silver,Organic Search,CAM018,2020-07-03
c8029,Charles,Cantara,NJ,referral,Paid,bronze,paid social,CAM002,2020-07-03
c803,David,Kelley,IN,social,Organic,silver,Direct,CAM030,2020-04-13
c8030,Craig,Miller,NJ,social,Organic,silver,Direct,CAM001,2020-07-03
c8031,Rickey,Mccoy,NY,social,Organic,silver,Organic Search,CAM021,2020-07-03
c8032,Merideth,Warman,CO,social,Organic,silver,Referral,CAM018,2020-07-03
c8033,Howard,Lacey,NJ,social,Paid,gold,Partner Referral,CAM031,2020-07-04
c8034,Erin,Davis,NJ,referral,Organic,silver,Direct,CAM002,2020-07-04
c8035,Frances,Sawyer,NC,referral,Organic,silver,Organic Search,CAM030,2020-07-04
c8036,Penny,Swain,NJ,social,Organic,silver,Direct,CAM030,2020-07-04
c8037,John,Parish,IA,referral,Organic,silver,Organic Search,CAM001,2020-07-05
c8038,Doreen,Brown,NJ,marketplace,Organic,silver,Direct,CAM004,2020-07-05
c8039,Carolyn,Massey,NY,social,Organic,silver,Referral,CAM030,2020-07-05
c804,Samuel,Daniels,NJ,referral,Organic,silver,Direct,CAM001,2020-04-13
c8040,Heather,Mader,NJ,social,Paid,gold,paid search,CAM006,2020-07-07
c8041,Laura,Jackson,SC,social,Organic,silver,Referral,CAM030,2020-07-07
c8042,Robert,Yen,MT,direct,Organic,silver,Direct,CAM030,2020-07-07
c8043,Tonia,Cruz,NJ,referral,Organic,silver,Direct,CAM003,2020-07-08
c8044,Ashley,Angulo,NY,social,Organic,silver,Organic Search,CAM031,2020-07-08
c8045,Rebecca,Brown,CO,social,Organic,silver,Direct,CAM030,2020-07-08
c8046,Donald,Mueller,ND,social,Organic,silver,Referral,CAM031,2020-07-08
c8047,Bradley,Schexnayder,NJ,social,Paid,silver,paid search,CAM018,2020-07-08
c8048,Curtis,Poteete,NJ,referral,Organic,silver,Direct,CAM018,2020-07-08
c8049,Alfred,Williams,PA,referral,Paid,silver,paid search,CAM031,2020-07-08
c805,Carolyn,Triggs,ND,social,Organic,silver,Direct,CAM018,2020-04-13
c8050,Carlos,Borders,NJ,referral,Organic,silver,Direct,CAM030,2020-07-09
c8051,Frank,Tan,NJ,referral,Organic,silver,Direct,CAM018,2020-07-09
c8052,Tracy,Hernandez,CO,social,Organic,silver,Direct,CAM030,2020-07-09
c8053,Barry,Murray,OH,social,Organic,silver,Direct,CAM030,2020-07-09
c8054,Doris,Warner,SD,social,Organic,silver,Direct,CAM031,2020-07-06
c8055,Mary,Huston,MP,referral,Organic,silver,Direct,CAM030,2020-07-06
c8056,Yadira,Olsen,NC,social,Organic,silver,Referral,CAM018,2020-07-06
c8057,Eileen,Bayles,OK,referral,Organic,silver,Referral,CAM022,2020-07-06
c8058,Brandy,Stewart,NJ,referral,Organic,silver,Referral,CAM001,2020-07-06
c8059,Abigail,Epps,IA,social,Organic,silver,Direct,CAM031,2020-07-06
c806,Cary,Alarcon,WA,social,Organic,silver,Direct,CAM032,2020-04-13
c8060,Steven,Clem,ND,social,Organic,silver,Direct,CAM030,2020-07-06
c8061,Sharon,Snider,NJ,social,Organic,silver,Direct,CAM030,2020-07-06
c8062,Charles,Pena,NJ,social,Paid,silver,paid search,CAM031,2020-07-06
c8063,Robert,Logan,GA,referral,Organic,silver,Direct,CAM031,2020-07-07
c8064,Alfred,Woolley,CO,social,Organic,silver,Direct,CAM006,2020-07-07
c8065,Stephanie,Amante,NJ,social,Organic,silver,Organic Search,CAM031,2020-07-07
c8066,Marion,Rose,OK,social,Organic,silver,Direct,CAM020,2020-07-07
c8067,Mae,Rankin,NJ,social,Organic,silver,Social,CAM006,2020-07-11
c8068,Donna,Cartwright,NJ,referral,Paid,gold,paid search,CAM031,2020-07-11
c8069,Michael,Yocom,NJ,social,Organic,silver,Direct,CAM018,2020-07-12
c807,Amy,Wise,NJ,referral,Organic,silver,Direct,CAM030,2020-04-13
c8070,Terry,Muriel,NJ,referral,Organic,silver,Referral,CAM033,2020-07-12
c8071,David,Cox,NJ,direct,Organic,silver,Direct,CAM030,2020-07-12
c8072,Benjamin,Spence,NJ,referral,Paid,silver,paid search,CAM014,2020-07-12
c8073,Leigh,Yaeger,NJ,referral,Organic,silver,Organic Search,CAM031,2020-07-12
c8074,Ian,Bunch,NJ,direct,Organic,silver,Organic Search,CAM010,2020-07-13
c8075,Beverly,Oldham,WA,social,Organic,silver,Organic Search,CAM031,2020-07-13
c8076,Pedro,Mahaffey,NY,social,Organic,silver,Organic Search,CAM018,2020-07-13
c8077,Michael,Whitfield,WA,social,Organic,silver,Direct,CAM030,2020-07-13
c8078,Keith,Taylor,OH,social,Paid,silver,paid search,CAM031,2020-07-13
c8079,Dan,Hevey,NJ,social,Organic,silver,Direct,CAM001,2020-07-13
c808,Wallace,Nichols,WA,social,Organic,silver,Direct,CAM030,2020-04-13
c8080,William,Gavenda,WA,social,Paid,gold,Partner Referral,CAM031,2020-07-14
c8081,Michael,Martin,GA,social,Organic,silver,Referral,CAM018,2020-07-14
c8082,Betty,Bryce,WA,social,Organic,silver,Referral,CAM031,2020-07-14
c8083,Sarah,Jett,IA,social,Organic,silver,Referral,CAM014,2020-07-15
c8084,Richard,Bonner,NJ,social,Paid,gold,paid search,CAM031,2020-07-14
c8085,Mittie,Rhein,NJ,social,Organic,silver,Direct,CAM030,2020-07-15
c8086,Brian,Wheeler,SC,referral,Organic,silver,Direct,CAM004,2020-07-15
c8087,Patsy,Mckee,NJ,social,Organic,silver,Direct,CAM006,2020-07-15
c8088,Betty,Haber,NY,referral,Organic,silver,Direct,CAM030,2020-07-15
c8089,Andrew,Ito,NJ,social,Paid,gold,paid search,CAM031,2020-07-15
c809,Patricia,Waller,NJ,referral,Paid,silver,paid search,CAM030,2020-04-13
c8090,Mary,Gabriel,NJ,social,Organic,silver,Direct,CAM030,2020-07-15
c8091,Brandi,Cowley,SC,social,Organic,silver,Organic Search,CAM020,2020-07-15
c8092,Christine,Rich,DC,social,Paid,silver,paid search,CAM018,2020-07-16
c8093,Frank,Pyle,NJ,social,Organic,silver,Organic Search,CAM032,2020-07-16
c8094,Herbert,Page,NJ,social,Organic,silver,Direct,CAM024,2020-07-16
c8095,Katie,Mei,NJ,direct,Organic,silver,Direct,CAM030,2020-07-17
c8096,Lottie,Oneill,TN,social,Organic,silver,Direct,CAM006,2020-07-17
c8097,Earnest,Frye,NY,social,Organic,silver,Direct,CAM018,2020-07-18
c8098,James,Jackson,NC,social,Organic,silver,Direct,CAM031,2020-07-18
c8099,David,Pitts,NJ,marketplace,Paid,gold,paid social,CAM004,2020-07-18
c81,Paul,Hock,KS,social,Organic,silver,Referral,CAM030,2019-01-23
c810,Jeff,Gonzales,NJ,direct,Organic,silver,Direct,CAM030,2020-04-13
c8100,Carl,Brazile,NJ,referral,Paid,bronze,paid search,CAM002,2020-07-18
c8101,Johnny,Vonsoosten,NJ,social,Paid,gold,paid search,CAM030,2020-07-18
c8102,Brian,Rohrbacher,NJ,referral,Organic,silver,Organic Search,CAM033,2020-07-19
c8103,Darryl,Longstreet,NJ,marketplace,Organic,silver,Direct,CAM018,2020-07-19
c8104,Carol,Spillman,ND,referral,Organic,silver,Referral,CAM006,2020-07-19
c8105,Karen,Weiss,TN,social,Organic,silver,Direct,CAM030,2020-07-20
c8106,Andrew,Isakson,CO,social,Organic,silver,Referral,CAM018,2020-07-20
c8107,Tiffany,Craft,GA,social,Organic,silver,Direct,CAM030,2020-07-21
c8108,Susan,King,CO,social,Paid,gold,paid search,CAM031,2020-07-21
c8109,Bonnie,Hicks,NJ,referral,Organic,silver,Direct,CAM018,2020-07-21
c811,Jeff,Romanik,GA,social,Paid,silver,paid search,CAM031,2020-04-13
c8110,Ralph,Hawks,NJ,referral,Organic,silver,Direct,CAM022,2020-07-21
c8111,Olivia,Keefer,NJ,referral,Organic,silver,Direct,CAM018,2020-08-09
c8112,Kathleen,Daws,NY,social,Organic,silver,Direct,CAM030,2020-08-10
c8113,David,Lhuillier,IA,social,Organic,silver,Direct,CAM018,2020-08-10
c8114,Hubert,Rushing,NY,social,Organic,silver,Direct,CAM006,2020-08-10
c8115,Marica,Nelson,NC,referral,Organic,silver,Direct,CAM031,2020-08-10
c8116,Bobby,Hufft,IA,referral,Paid,silver,paid search,CAM020,2020-08-10
c8117,Christopher,Myers,NY,social,Organic,silver,Referral,CAM031,2020-08-10
c8118,Adam,Zamora,NJ,social,Paid,silver,paid search,CAM031,2020-08-11
c8119,Hector,Taylor,WV,social,Paid,gold,paid search,CAM018,2020-08-11
c812,Marie,Hester,SC,social,Organic,silver,Direct,CAM031,2020-04-13
c8120,Kelly,Oneal,NJ,social,Paid,gold,paid search,CAM031,2020-08-11
c8121,James,Nelson,NJ,direct,Organic,silver,Referral,CAM033,2020-08-07
c8122,Ana,Walton,OH,referral,Paid,bronze,paid search,CAM002,2020-08-08
c8123,Courtney,Liesmann,NJ,direct,Organic,silver,Organic Search,CAM006,2020-08-08
c8124,David,Saucedo,PA,referral,Organic,silver,Direct,CAM018,2020-08-08
c8125,Gordon,Hawthorne,WV,social,Paid,gold,paid search,CAM031,2020-08-09
c8126,Nicole,Lermon,GA,referral,Paid,gold,SEO,CAM004,2020-08-09
c8127,Amanda,Eliezrie,NJ,social,Organic,silver,Direct,CAM018,2020-08-09
c8128,Joanna,Street,ND,social,Paid,gold,paid search,CAM031,2020-08-11
c8129,Anthony,Sosa,VT,referral,Paid,silver,paid search,CAM031,2020-08-12
c813,Paul,Cegielski,ND,social,Organic,silver,Referral,CAM033,2020-04-13
c8130,William,Finley,WV,referral,Organic,silver,Direct,CAM030,2020-08-12
c8131,Ramon,Bertram,NY,social,Organic,silver,Direct,CAM018,2020-08-12
c8132,Julie,Rivera,NJ,referral,Organic,silver,Organic Search,CAM018,2020-08-12
c8133,Renee,Goff,NJ,referral,Paid,silver,paid search,CAM014,2020-08-12
c8134,David,Vietti,IA,marketplace,Organic,silver,Direct,CAM030,2020-08-13
c8135,Claire,Robinson,NJ,social,Organic,silver,Referral,CAM001,2020-08-13
c8136,Elaine,Peru,NJ,social,Paid,gold,paid search,CAM018,2020-08-13
c8137,Stanley,Presto,WA,direct,Organic,silver,Organic Search,CAM033,2020-08-13
c8138,Anita,Paynter,NJ,social,Organic,silver,Direct,CAM018,2020-08-13
c8139,Amelia,Taylor,NJ,marketplace,Organic,silver,Direct,CAM030,2020-08-13
c814,Stephan,Nelson,MT,social,Organic,silver,Organic Search,CAM018,2020-04-13
c8140,Jason,Townes,ND,referral,Paid,silver,paid search,CAM031,2020-08-14
c8141,Jeanie,Jenkins,NM,social,Organic,silver,Referral,CAM018,2020-08-14
c8142,Sergio,Platter,NJ,referral,Organic,silver,Direct,CAM030,2020-08-14
c8143,Joshua,Lujan,GA,social,Organic,silver,Direct,CAM018,2020-08-14
c8144,John,Spearman,NJ,social,Paid,gold,paid search,CAM031,2020-08-14
c8145,Louise,Hinderman,NJ,social,Organic,silver,Direct,CAM004,2020-08-15
c8146,Garrett,Towell,NJ,referral,Paid,bronze,paid search,CAM002,2020-08-15
c8147,Stephen,Hardiman,ND,social,Organic,silver,Direct,CAM018,2020-08-16
c8148,Virginia,Holloway,NJ,social,Organic,silver,Organic Search,CAM020,2020-08-16
c8149,Cheryl,Mayer,ND,referral,Paid,silver,paid search,CAM019,2020-08-17
c815,Charlotte,Smith,TN,referral,Organic,silver,Organic Search,CAM006,2020-04-13
c8150,Howard,Calderon,NJ,referral,Organic,silver,Organic Search,CAM018,2020-08-17
c8151,Paul,Mcdonnell,NJ,social,Organic,silver,Organic Search,CAM018,2020-08-17
c8152,Niki,Mcdonald,VA,social,Organic,silver,Organic Search,CAM018,2020-08-17
c8153,Blake,Nguyen,NJ,social,Paid,gold,paid search,CAM031,2020-08-18
c8154,Tiffany,Mcgibney,MO,social,Paid,gold,paid search,CAM030,2020-08-18
c8155,Elida,Delacruz,NJ,referral,Paid,silver,paid search,CAM009,2020-08-18
c8156,John,Moore,ND,social,Organic,silver,Direct,CAM030,2020-08-18
c8157,Ann,Kirkpatrick,NY,social,Paid,silver,paid search,CAM031,2020-08-19
c8158,Michelle,Dones,NJ,social,Paid,silver,paid search,CAM014,2020-08-19
c8159,Charles,Michael,NJ,social,Paid,silver,paid search,CAM006,2020-08-19
c816,Margie,Fujii,SC,social,Organic,silver,Organic Search,CAM031,2020-04-14
c8160,Charlotte,Yates,ME,referral,Organic,silver,Referral,CAM020,2020-08-19
c8161,Alexis,Lowery,NJ,social,Paid,silver,paid search,CAM030,2020-08-20
c8162,Cynthia,Giunta,NJ,social,Organic,silver,Direct,CAM031,2020-08-20
c8163,Cathy,Moore,NJ,social,Organic,silver,Direct,CAM001,2020-08-20
c8164,Lucy,Frazier,NJ,social,Organic,silver,Direct,CAM030,2020-08-20
c8165,Charles,Combs,NJ,referral,Paid,gold,paid search,CAM009,2020-08-21
c8166,Melissa,Rose,NJ,social,Organic,silver,Direct,CAM020,2020-08-21
c8167,Vernon,Suttles,NY,referral,Paid,gold,mobile app,CAM003,2020-08-22
c8168,Reid,Brock,NJ,social,Organic,silver,Direct,CAM018,2020-08-21
c8169,John,Laso,IN,social,Paid,gold,paid search,CAM030,2020-08-22
c817,Maria,Dahl,SC,referral,Organic,silver,Organic Search,CAM031,2020-04-14
c8170,Guillermo,Polston,NJ,referral,Organic,silver,Direct,CAM022,2020-08-22
c8171,David,Brooks,NJ,referral,Paid,silver,paid search,CAM017,2020-08-22
c8172,Ivory,Pankey,NJ,social,Organic,silver,Organic Search,CAM030,2020-08-22
c8173,Frank,Lentz,NJ,social,Paid,silver,paid search,CAM031,2020-08-22
c8174,Marion,Whitehair,NJ,referral,Organic,silver,provider partner,CAM031,2020-08-23
c8175,Anthony,Obrecht,ND,social,Paid,silver,paid search,CAM031,2020-08-23
c8176,Robert,Quezada,TN,referral,Organic,silver,Referral,CAM030,2020-08-23
c8177,Jennifer,Cifelli,NJ,referral,Organic,silver,Direct,CAM022,2020-08-23
c8178,Edward,Orosco,ND,social,Paid,silver,paid search,CAM018,2020-08-23
c8179,Sandra,Myers,NJ,social,Paid,silver,paid search,CAM032,2020-08-23
c818,Ronald,Harrison,NM,social,Organic,silver,Referral,CAM033,2020-04-14
c8180,Robert,Smith,NY,referral,Organic,silver,Direct,CAM018,2020-08-24
c8181,Gloria,Hill,NJ,referral,Organic,silver,Organic Search,CAM018,2020-08-24
c8182,Dorothy,Brown,NJ,referral,Paid,silver,paid search,CAM031,2020-08-24
c8183,Jane,Novak,TN,referral,Paid,gold,paid search,CAM030,2020-08-24
c8184,Cassandra,Cox,NJ,referral,Organic,silver,Direct,CAM004,2020-08-24
c8185,John,Sharpless,NJ,referral,Paid,silver,paid search,CAM020,2020-08-24
c8186,Jennifer,Domenice,MO,referral,Organic,silver,Direct,CAM001,2020-08-25
c8187,Kimberly,Madsen,NJ,social,Organic,silver,ZocDoc Ad,CAM031,2020-08-27
c8188,Leona,Cruz,CO,referral,Organic,silver,Direct,CAM018,2020-08-27
c8189,Stephen,Markee,WA,social,Paid,gold,Other,CAM018,2020-08-27
c819,Christina,Arroyo,NY,social,Organic,silver,Organic Search,CAM031,2020-04-14
c8190,Ryan,Godwin,SC,social,Organic,silver,Referral,CAM030,2020-08-27
c8191,Myra,Wallenbrock,NJ,referral,Paid,bronze,paid search,CAM002,2020-08-27
c8192,Charles,Almendarez,NJ,social,Organic,silver,Organic Search,CAM006,2020-08-27
c8193,Dennis,Jenkins,NJ,social,Organic,silver,Organic Search,CAM020,2020-08-27
c8194,James,Bullock,NJ,social,Paid,silver,paid search,CAM031,2020-08-27
c8195,Thelma,Johnson,NJ,social,Organic,silver,Direct,CAM030,2020-08-27
c8196,Jimmie,Duncan,NJ,social,Organic,silver,Referral,CAM031,2020-08-27
c8197,Violet,Waldrop,NJ,social,Paid,silver,paid search,CAM014,2020-08-27
c8198,Lee,Serrano,NJ,social,Organic,silver,Referral,CAM006,2020-08-27
c8199,Tera,Martin,NC,referral,Organic,silver,Direct,CAM030,2020-08-28
c82,Ronald,Leischner,NJ,social,Organic,silver,Direct,CAM018,2019-01-23
c820,Amber,Pacheco,IA,social,Paid,gold,paid search,CAM030,2020-04-14
c8200,Mark,Juarez,NJ,social,Organic,silver,Direct,CAM030,2020-08-28
c8201,Clara,Harrison,NJ,social,Organic,silver,Direct,CAM031,2020-08-28
c8202,William,Patterson,NJ,referral,Organic,silver,Organic Search,CAM018,2020-08-28
c8203,George,Ferrer,NJ,referral,Paid,gold,Partner Referral,CAM020,2020-08-28
c8204,Sean,Cairns,NJ,referral,Organic,silver,Organic Search,CAM018,2020-08-28
c8205,Tiffany,Sumner,NJ,social,Organic,silver,Direct,CAM020,2020-08-28
c8206,Tina,Hedrick,NJ,referral,Paid,bronze,paid search,CAM002,2020-08-28
c8207,Georgia,Matthews,NJ,referral,Organic,silver,Direct,CAM004,2020-08-28
c8208,Phyllis,Hosier,NJ,referral,Organic,silver,Organic Search,CAM030,2020-08-25
c8209,Ashley,Bednarczyk,IA,social,Organic,silver,Direct,CAM030,2020-08-25
c821,Jerry,Valerius,OK,social,Organic,silver,Direct,CAM006,2020-04-14
c8210,Evelyn,Green,NJ,social,Organic,silver,Organic Search,CAM006,2020-08-26
c8211,Steven,James,OK,social,Organic,silver,Direct,CAM031,2020-08-26
c8212,Anthony,Phebus,NJ,social,Organic,silver,Direct,CAM001,2020-08-26
c8213,Jessica,Howell,PA,social,Paid,silver,paid search,CAM018,2020-08-26
c8214,Franklin,Jones,NJ,social,Organic,silver,Organic Search,CAM033,2020-08-26
c8215,Liz,Scott,NJ,social,Organic,silver,Referral,CAM006,2020-08-26
c8216,Richard,Garduno,NJ,social,Organic,silver,Direct,CAM018,2020-08-26
c8217,William,Toomey,SC,social,Organic,silver,Direct,CAM030,2020-08-26
c8218,Elizabeth,Randall,GA,marketplace,Organic,silver,Direct,CAM004,2020-08-30
c8219,Brian,Williams,NJ,referral,Organic,silver,Direct,CAM006,2020-08-30
c822,Matthew,Bartolome,IA,referral,Paid,gold,paid search,CAM030,2020-04-14
c8220,Frank,Lawhorn,NJ,referral,Organic,silver,Direct,CAM004,2020-08-30
c8221,Tracie,Ali,DE,social,Organic,silver,Direct,CAM030,2020-08-30
c8222,Emily,Williams,NJ,referral,Organic,silver,Organic Search,CAM031,2020-08-30
c8223,Phillip,Stinson,OK,social,Paid,silver,paid search,CAM031,2020-08-30
c8224,Mary,Williams,NJ,social,Organic,silver,Organic Search,CAM031,2020-08-30
c8225,Michelle,Campbell,NJ,referral,Organic,silver,Direct,CAM030,2020-08-30
c8226,Liza,Lekan,IA,referral,Paid,bronze,paid search,CAM030,2020-08-31
c8227,William,Rhodes,ME,social,Organic,silver,Direct,CAM030,2020-08-31
c8228,Delores,Toney,ND,referral,Paid,gold,paid search,CAM031,2020-08-31
c8229,John,Carlson,NJ,social,Paid,silver,paid search,CAM006,2020-07-23
c823,Joshua,Sancho,NJ,social,Organic,silver,Social,CAM006,2020-04-14
c8230,Brittany,Graves,WA,social,Organic,silver,Direct,CAM030,2020-07-23
c8231,David,Betts,IL,social,Organic,silver,Direct,CAM031,2020-07-23
c8232,Carolynn,Salas,NJ,social,Organic,silver,Direct,CAM030,2020-07-23
c8233,Christopher,Coleman,NJ,social,Organic,silver,Direct,CAM030,2020-07-23
c8234,Charles,Rosenberg,NJ,social,Organic,silver,Direct,CAM031,2020-07-23
c8235,Donald,Obrien,NJ,social,Organic,silver,Organic Search,CAM018,2020-07-23
c8236,Paul,Sanchez,IA,social,Organic,silver,Direct,CAM030,2020-07-24
c8237,Kimberly,Thurman,NM,referral,Paid,gold,paid social,CAM003,2020-07-24
c8238,Glenda,Simpson,IN,direct,Organic,silver,Organic Search,CAM030,2020-07-24
c8239,William,Steen,NJ,social,Paid,gold,paid search,CAM018,2020-07-24
c824,Regina,Gonzalez,NJ,social,Paid,gold,paid search,CAM031,2020-04-14
c8240,John,Madson,NJ,referral,Organic,silver,Direct,CAM006,2020-07-24
c8241,Marie,Stamdifer,NJ,social,Organic,silver,Direct,CAM004,2020-07-24
c8242,Brandon,Haecker,NJ,social,Organic,silver,Direct,CAM030,2020-07-24
c8243,Ruby,Burden,NJ,referral,Organic,silver,Direct,CAM018,2020-07-24
c8244,Shanti,Joyner,NJ,referral,Paid,gold,paid search,CAM031,2020-07-24
c8245,Jose,Pritchard,SC,referral,Paid,silver,paid search,CAM031,2020-07-24
c8246,David,Tran,NJ,social,Paid,silver,paid search,CAM031,2020-07-24
c8247,Dexter,Scott,IN,referral,Organic,silver,Organic Search,CAM030,2020-07-24
c8248,Richard,Perkins,IA,referral,Organic,silver,Direct,CAM030,2020-07-25
c8249,Kenneth,Sanborn,NJ,referral,Organic,silver,Direct,CAM018,2020-07-25
c825,Carolyn,Louis,NJ,social,Organic,silver,Direct,CAM031,2020-04-14
c8250,Carl,Paiva,NJ,referral,Organic,silver,Direct,CAM030,2020-07-26
c8251,Emma,Lopez,NJ,social,Organic,silver,Direct,CAM018,2020-07-26
c8252,Monica,Hayes,NJ,social,Paid,silver,paid search,CAM031,2020-07-26
c8253,Dorotha,Connolly,NJ,social,Organic,silver,provider partner,CAM006,2020-07-26
c8254,Wilbur,Blaski,NJ,referral,Paid,gold,paid social,CAM004,2020-07-26
c8255,Andy,Olm,NJ,social,Organic,silver,Organic Search,CAM018,2020-07-26
c8256,Caroline,Smith,IA,referral,Organic,silver,Referral,CAM018,2020-07-27
c8257,Alma,Carmley,OK,social,Organic,silver,Direct,CAM030,2020-07-27
c8258,Gary,Forrest,OH,social,Organic,silver,Organic Search,CAM031,2020-07-27
c8259,Marie,Davidson,NC,referral,Organic,silver,Referral,CAM018,2020-07-27
c826,Brian,Hershman,NJ,referral,Organic,silver,Direct,CAM018,2020-04-14
c8260,Franklyn,Hebert,NJ,social,Organic,silver,Direct,CAM006,2020-07-27
c8261,Hee,Morris,NJ,social,Paid,gold,Partner Referral,CAM020,2020-07-27
c8262,Leslie,Thomas,NJ,social,Organic,silver,Direct,CAM031,2020-07-27
